O.S;Status;Cod Classe;Classe;Cod Motivo;Motivo;Cod Oficina;OF;Oficina;Equipamento;Frota;Modelo;Cod Modelo;Cod Categ;Categoria Operacional;Cod Prestador;Prestador;Entrada;Saída Prevista;Saída;H;Descrição da ordem;Unidade;CC;Descrição CC;Operação;Qtd Dias aberto;Status Frotas
151901255;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71887;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;10/07/2024;10/07/2024 17:00;0;0;"A_OT_P_MEC_2,00_1 - Inspeção realizada no sistema direção. Trocar terminal de direção L/D e L/E, esta com coifa estourada e com folga 8008137_02
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;219;DISPONIVEL
151901260;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71887;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;10/07/2024;10/07/2024 17:00;0;0;"B_OT_P_MEC_0,10_1 - Inspeção realizada no eixo dianteiro - Trocar bujão do cubo dianteiro L/E, esta com parafuso no lugar do bujão 8079776_01
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;219;DISPONIVEL
151901266;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71887;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;10/07/2024;10/07/2024 17:00;0;0;"M_FR_P_MEC_2,00_1 - Inspeção realizada no sistema pneumatico - Trocar compressor de ar do freio estacionario, esta com pequeno vazamento de oleo no cabeçote 3007254_01  TRAZER O ANTIGO PARA REVISAR 
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;219;DISPONIVEL
151901271;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71887;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;10/07/2024;10/07/2024 17:00;0;0;"A_SS_P_MEC_1,00_1 - Inspeção realizada no capô - Instalar proteção lateral do capô e coxim, esta sem a proteção 8131597_01 8130026_01 8004580_04 8031697_04
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;219;DISPONIVEL
151901276;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;61026;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;10/07/2024;10/07/2024 17:00;0;0;"B_OT_P_0,30_1 - Inspeção realizada no capô - Trocar coxim das proteção lateral do capô  8004580_04 8031697_04
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;219;DISPONIVEL
151902365;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100724;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;11/07/2024;11/07/2024 17:00;0;0;"A_MT_P_2,00_1 - Inspeção realizada no motor diesel - Trocar mangueira do coletor de escape e da saida do purificador de ar ( carcaça do filtro de ar externo ) ambas estão ressecadas e com trincas externa 8102217_01 8130803_01 6044895_01 8129483_01 8130496_02 
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;218;DISPONIVEL
151901923;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;100817;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;11/07/2024;11/07/2024 07:00;0;0;"A_MT_P_1,00_1,00 - Inspeção realizado no sistema do tanque de combustivel. Tampa do tanque de combustivel está danificada. Trocar tampa do tanque de combustivel.   8129887_1.MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;218;DISPONIVEL
151902071;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;74510;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;11/07/2024;11/07/2024 07:00;0;0;"A_OT_P_2,00_1,00- Inspeção realizada no sistema de direção. Trocar terminais esféricos L/D e L/E, estão com folga.     8174983_2
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;218;DISPONIVEL
151902773;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100724;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_OT_P_2,00_1 - Inspeção realizada no sistema direção. Trocar terminal de direção L/D e L/E, esta com coifa estourada e com folga 8008137_02 
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902775;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100727;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_OT_P_2,00_1 - Inspeção realizada no sistema direção. Trocar terminal de direção L/D e  L/E, esta com coifa estourada e com folga 8008137_02 
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902785;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100727;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_SS_P_2,00_1 - Inspeção realizada na cabine - trocar assento do operador, esta rasgado e não esta em boas condições de uso operador relatou 8131214_01
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902787;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106656;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 06:01;0;0;"A_VZ_P_2,00_2 - Inspeção realizada no sistema hidráulico, trocar cilindro do levante hidráulico LD e LE, está com vazamento 3009733_2
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902788;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100727;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_OT_P_1,00_1 - Inspeção realizada no capo - Trocar cilindro do capo dianteiro, esta sem ação e o capo não para aberto 8123854_02
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902789;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;116531;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 06:01;0;0;"A_VZ_P_2,00_2 - Inspeção realizada no sistema hidráulico, trocar cilindro do levante hidráulico LD , está com vazamento 3009733_1
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902790;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100724;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_OT_P_1,00_1 - Inspeção realizada no capo - Trocar cilindro do capo dianteiro, esta sem ação e o capo não para aberto 8123854_02
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902791;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61025;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 06:01;0;0;"A_VZ_P_2,00_2 - Inspeção realizada no sistema hidráulico, trocar cilindro do levante hidráulico LE , está com vazamento 3009733_1

";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902795;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100724;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_FR_P_1,00_1 - Inspeção realizada no sistema hidraulico - trocar reservatorio de oleo da embreagem e freio, operador esta com dificuldade de visualizar o nivel de oleo pois esta amarelado 8038324_02  9801505_01 
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902923;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100721;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_FR_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar reservatorio de oleo freio, operador esta com dificuldade de visualizar o nivel de oleo pois esta amarelado 8038324_01  9801505_01 MASTERAQIL DISPONIVEI NA SALA DE APROVISIONAMENTO 
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151902925;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;50942;Valtra BT 190 4x4;1012;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_SS_P_MEC_0,30_1 - Inspeção realizada na transmissão - Instalar proteção do cardan, esta sem 8133288_01 8120044_04 8156789_04
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151903094;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;50942;Valtra BT 190 4x4;1012;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 17:00;0;0;"A_SS_P_MEC_0,30_1 - Inspeção realizada no sistema de engate -Trocar pino de engate da barra de tração, esta com desgaste no pino atual  8134110_01   8189983_01 (P5)  8045143_01(P5)  8190154_01 
";Barra;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151903113;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106656;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;12/07/2024;12/07/2024 06:01;0;0;"A_TR_P_2,00_2 - Inspeção realizada na transmissão, trocar cruzeta do cardam do diferencial dianteiro, está com folga 8134153_2
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;217;DISPONIVEL
151904669;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;0;0;15/07/2024;15/07/2024 06:01;0;0;"A_VZ_P_2,00_2 - Inspeção realizada no sistema de direção, trocar mangueiras dos pistões de direção, estão vazando. 8140856_1; 8140857_1; 8140855_1 
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;214;DISPONIVEL
151904670;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;0;0;15/07/2024;15/07/2024 06:01;0;0;"A_SS_P_1,00_1 - Inspeção realizada na tomada de força (PTO) colocar proteção da tomada de força. o eixo está exposto 8140603_1(P5); 8160177_2
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;214;DISPONIVEL
151904672;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;0;0;15/07/2024;15/07/2024 06:01;0;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema estrutural. Instralação da chapa de desgaste da barra de tração. Frente de preparo. 8152963_1 (ND); 8158949_1 (ND); 8155310_2 (ND); 8144592_2 (ND); 8144602_2 (ND
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;214;DISPONIVEL
151904673;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;0;0;15/07/2024;15/07/2024 06:06;0;0;"A_VZ_P_1,00_1 - Inspeção realizada no sistema hidráulico, trocar engates da VCR 1°, está vazando.8113161_2
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;214;DISPONIVEL
151904675;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;0;0;15/07/2024;15/07/2024 06:01;0;0;"M_OT_P_1,00_1 - Inspeção realizada no sistema de barra estabilizadora, colocar placas de desgaste para proteção da carcaça, esta sem proteção.8139653_2 ; 8139629_2 ; 8066639_2 VB ; 8149806_2
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;214;DISPONIVEL
151904438;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;15/07/2024;15/07/2024 07:00;0;0;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema de cabine. Trocar borracha de porta L/E e L/D, esta danificada e entrando terra na cabine.  8189821_2    8141665_2

";Barra;3460;REB TRANSB PRÓPRIO;Ccta;214;DISPONIVEL
151904440;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;15/07/2024;15/07/2024 07:00;0;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de suspensão. Trocar amortecedor dianteiro L/D e L/E da cabine, esta vazando pelo reparo.   8154131_2 (P5)
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;214;DISPONIVEL
151904664;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;98916;MB Axor 3131 6x4 Comboio;1575;1;Caminhão;0;0;15/07/2024;15/07/2024 15:00;0;0;"A_MT_P_2,00_01 - Inspeção realizada sistema de motor. Trocar junta do cárter do motor (vazando) 01_8153546  
MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
";Barra;3337;COMBOIO DE ABASTECIMENTO;Apoio;213;DISPONIVEL
151905259;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102787;John Deere 8260R 4X4;940;3;Trator de Pneu;0;0;16/07/2024;16/07/2024 06:00;0;0;"A_OT_P_8,00_2 - Inspeção realizada no sistema de suspenção dianteira. trocar pivos das articulações L/D e L/E, estão com folgas, 8150635_2; 8120734_4; 8120738_4; 8120741_2; 8134057_2; 8134036_2; 8066639_6; 8160054_2; 8150608_2; 8158991_8; 8120734_4; 8120730_4; 8120731_4; 8120733_2; 8120732_2; 8160026_2.
";Diamante;3316;MAQUINAS PREPARO DE SOLO;Produção;213;DISPONIVEL
151905261;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71032;Car.Abrigo Operad.Ecoagro;1092;54;Carreta Abrigo;0;0;16/07/2024;16/07/2024 06:01;0;0;"A_SS_P_2,00_2 - Inspeção realizada no cabeçalho, trocar ponteira giratória e gancho da corrente gancho está com a trava quebrada, está com ponteira de fabricação CANAPARTS inconformidade com o PR.B.10 POP 0039 . 8058769_1; 8035051_1; 6005007_1; 8009900_1; (P5) 8058850_1; 8075988_1; 6043652_1
";Diamante;3328;IMPLEMENTOS PREPARO SOLO;Produção;213;DISPONIVEL
151905257;Andamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;98406;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;16/07/2024;16/07/2024 07:00;0;31,79;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit incêndio. Trocar o manômetro do kit spuma.Está quebrado. 6060801_1. 6012077_10               NECESSARIO LEVAR REBITADEIRA  MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO RETIRADO RODRIGO DELICADO 

";Barra;3460;REB TRANSB PRÓPRIO;Ccta;213;DISPONIVEL
151905258;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;74916;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;16/07/2024;16/07/2024 07:00;0;0;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit incêndio. Trocar o manômetro do kit spuma.Está quebrado. 6060801_1. 6012077_10               NECESSARIO LEVAR REBITADEIRA, PEDIR EMPRESTADO PARA CAIO DA OFICINA (FUNILARIA)MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;213;DISPONIVEL
151905343;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106658;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;17/07/2024;17/07/2024 06:01;0;0;"A_VZ_P_2,00_2 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção, está com vazamento crítico no reparo  3008830_1 
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;212;DISPONIVEL
151905344;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106658;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;17/07/2024;17/07/2024 06:01;0;0;"A_OT_P_2,00_2 - Inspeção realizada no sistema de refrigeração, trocar conjunto de embreagem do compressor de ar condicionado, está com a embreagem rompida 8124812_1 APROVISIONAMENTO, DIRECIONAR A ORDEM PARA A GESTÃO DE CAMPO ALINHAR JUNTO A O ELETRICISTA DA FRENTE 262      VALTRA CAMBÃO
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;212;DISPONIVEL
151905345;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61025;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;17/07/2024;17/07/2024 06:01;0;225,29;"B_MT_P__2,00_2 - Inspeção realizada no motor, trocar colete da helice, está quebrado. 8120501_1. 
";Diamante;3327;MÁQUINAS APOIO CCT;Apoio;212;DISPONIVEL
151905921;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106710;Car.Abrigo Operad.Irrigab;840;54;Carreta Abrigo;0;0;17/07/2024;17/07/2024 06:01;0;0;"A_SS_P_2,00_2 - Inspeção realizada no cabeçalho, trocar ponteira giratória, está com ponteira de fabricação CANAPARTS com desgaste acima do recomendado JOST (52mm) inconformidade com o PR.B.10 POP 0039 . 8058769_1; 8035051_1; 6005007_1; 8009900_1; 8058850_1
";Diamante;3328;IMPLEMENTOS PREPARO SOLO;Produção;212;DISPONIVEL
151905892;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11001;OFICINA FIXA;Interna;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;17/07/2024;17/07/2024 07:00;0;0;"E_SAFRA_24/25_MEC_2,00_2,00 -Inspeção realizada no sistema de cabine. Trocar borracha de porta L/E e L/D, esta danificada e entrando terra na cabine.  8189821_2    8141665_2
 Origem da O.S alterada de [ C] para [ I].
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;212;DISPONIVEL
151906503;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;100454;John Deere 6110J;951;3;Trator de Pneu;0;0;18/07/2024;18/07/2024 06:01;0;0;"A_SS_P_2,00_2 - Inspeção realizada na eixo traseiro, trocar abraçadeiras da roda traseira LD,  está trincadas 8012634_4; 8035707_4;  8030295_4   
";Diamante;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;211;DISPONIVEL
151906610;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106611;John Deere 6110J;951;3;Trator de Pneu;0;0;18/07/2024;18/07/2024 17:00;0;0;"A_SS_S_BOR_2,00_2 - Inspeção realizada nas rodas - Trocar os pneus dianteiros, os atuais estão estão abaixo do limite operacional e seguro NECESSARIO CAMINHAO BORRACHEIRO   8034392_02  ALINHAR COM GESTAO DA BORRACHARIA SOBRE PNEU NOVO OU REMOLD PARA INSTALAR NO TRATOR

";Barra;3329;IMPLEMENTOS TRATOS CULTUR;Produção;211;DISPONIVEL
151906660;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106611;John Deere 6110J;951;3;Trator de Pneu;0;0;18/07/2024;18/07/2024 17:00;0;0;"A_OT_P_MEC_2,00_1 - Inspeção realizada no sistema de direção - Trocar cilindro da coluna de direção, volante não esta travando 8126923_01 8179961_01 8155795_01 
";Barra;3329;IMPLEMENTOS TRATOS CULTUR;Produção;211;DISPONIVEL
151906661;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106611;John Deere 6110J;951;3;Trator de Pneu;0;0;18/07/2024;18/07/2024 17:00;0;0;"A_OT_S_ELE_2,00_1 - Inspeção realizada na cabine - Revisar o sistema eletrico da alimentação, não esta marcando velocidade, não esta marcando o nivel de combustivel e não marca a temperatura do oleo NECESSARIO ELETRICISTA 
";Barra;3329;IMPLEMENTOS TRATOS CULTUR;Produção;211;DISPONIVEL
151906752;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106611;John Deere 6110J;951;3;Trator de Pneu;0;0;18/07/2024;18/07/2024 17:00;0;0;"M_OT_P_MEC_2,00_2 - Inspeção realizada na cabine - trocar o isolamento acustico traseiro L/E, atras do assento do operador ao lado da coluna traseira esquerda    8189993_01  8183208_01   NECESSARIO FUNILEIRO 
";Barra;3329;IMPLEMENTOS TRATOS CULTUR;Produção;211;DISPONIVEL
151905991;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;189327;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;0;0;18/07/2024;18/07/2024 07:00;0;0;"A_MT_P_2,00_1,00 - Inspeção realizado no sistema do motor. Correia do motor está ressecada. Trocar correia do motor diesel.   8065249_1
";Barra;3460;REB TRANSB PRÓPRIO;Ccta;211;DISPONIVEL
151906336;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;96342;M.Benz Atego 1719;1034;1;Caminhão;0;0;18/07/2024;18/07/2024 07:30;0;0;"A_OT_P_1,00_01 - Inspeção realizada sistema de suspensão. Trocar amortecedor dianteiros L/E,L/D (estourados) 02_8150757
";Barra;3230;OFICINA PREVENTIVA CAMPO;Oficinas;211;DISPONIVEL
151907089;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;61026;Valtra BH 210I 4x4;1105;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_SS_MEC_P_0,30_1 - Inspeção realizada nas rodas - Instalar parafuso da roda dianteira L/E, esta sem o parafuso 8031650_04 8035889_04 
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907122;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;101510;John Deere CH670 1LRevamp;1613;11;Colhedora;0;0;19/07/2024;19/07/2024 06:01;0;0;"A_SS_P_2,00_1,00 - Inspeção realizada no sistema da cabine. Trocar o sistema do limpador do para-Brisa, está quebrado. 8133629_1,8136410_2,8136409_1, 8129109_1,8129119_1,8143951_1. Frente 205.
";Barra;3420;CORTE MECÂNICO PRÓPRIO;Ccta;210;DISPONIVEL
151907144;Liberado para Programação;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;102780;John Deere 8270R 4X4;784;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_MT_P_MEC_0,30_1 - Inspeção realizada na estrutura - Instalar proteção infeiror do suporte dianteiro, esta sem a proteção é localizada na frente do diferencial dianteiro aonde sai o respiro do motor sem esta proteção pode furar o radiador ou danificar mangueiras 8149625_01 8149612_04 (P5)    Material disponível na sala de Aprovisionamento!
";Barra;3344;VINHAÇA LOCALIZADA;Produção;210;DISPONIVEL
151907750;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;140125;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_TR_P_MEC_0,10_1 - Inspeção realizada no eixo dianteiro - Instalar respiro do cubo L/D e L/E, esta sem 8138133_02 
";Barra;3341;IRRIGAÇÃO;Produção;210;DISPONIVEL
151907755;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;140125;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_OT_P_MEC_2,00_2 - Inspeção realizada no sistema da cabine. Trocar os amortecedor traseiro da cabine L/E e L/D. está com vazamento no cilindro 8138302_2 
";Barra;3341;IRRIGAÇÃO;Produção;210;DISPONIVEL
151907759;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;7011581;John Deere 7225 J 4x4;949;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_VZ_P_2,00_1 - Inspeção realizada no sistema hidraulico - Trocar kit reparo da 2º 3º 4º VCR, esta vazando oleo 8108702_03 8122029_01 8001527_01  
";Barra;3312;MÁQUINAS CULTIVO;Produção;210;DISPONIVEL
151907764;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;49630;Case Puma 230 4x4;1232;3;Trator de Pneu;0;0;19/07/2024;19/07/2024 17:00;0;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - Trocar tubo da carcaça do filtro hidraulico L/D, esta trincada e foi colada 87473619
8127514_01 8125593_01 TROCAR NA PREVENTIVA DE TROCA DE OLEO DA TRANSMISSAO OU LEVAR UM TAMBOR E DRENAR O OLEO
";Barra;3340;APLICAÇÃO VINHAÇA ADUTORA;Produção;210;DISPONIVEL
151907769;Aprovisionamento;5;Preventiva Condicional;24;ENTRESSAFRA CCT;11002;OFICINA CAMPO;Campo;Equipamento;74070;Car.Tan Ap Vinh 22,5m³ ;1323;28;Implemento Agricola;0;0;19/07/2024;19/07/2024 06:01;0;0;"A_VZ_P_1,00_1 - Inspeção realizada no sistema hidraulico - trocar radiador de oleo do implemento, esta com vazamento e não tem radiador reserva ALINHAR SE VAI COMPRAR UM NOVO OU RETIRAR O ANTIGO E REPARAR 8149797_01 

";Barra;3344;VINHAÇA LOCALIZADA;Produção;210;DISPONIVEL
