O.S;Status;Classe;Frota;Unidade;Centro;Modelo;Entrada;Descrição da O.S;Cód 1;Cód 2;Cód 3;Priorização;Operação;Cód 4;Material/Laudo/Serviço;Semana;DF;Frente;Observação;Ver e Agir ;Engenharia;Aprovisionamento;Execução;Gestão
165523831;Aprovisionamento;Preventiva Condicional;163661;BARRA;3420;John Deere CH950 2L Colhe;21/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema do picador. Trocar retentor do picador, esta vazando pela vedação.  8191818_1   f-205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,8255;205;Preventiva;Não listado;Programar;;;
165523839;Aprovisionamento;Preventiva Condicional;330269;BARRA;3420;John Deere CH570 1L Colhe;21/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema do picador. Trocar retentor do picador, esta vazando pela vedação.  8191818_1   f-205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,9888;205;Preventiva;Não listado;Programar;;;
165516995;Aprovisionamento;Preventiva Condicional;100819;DIA;3460;Case Puma 230 4x4;09/07/2025;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01  frente 261
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;97,73%;261;Inversas;SEM DEVOLUTIVA;Não programar;;;
165522857;Aprovisionamento;Preventiva Condicional;101521;BARRA;3420;John Deere CH670 1LRevamp;19/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema do secundario. Trocar motor do bojo secundario, esta vazando pelo reparo.  3005797_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;88,23%;210;Preventiva;Não listado;Programar;;;
165519233;Aprovisionamento;Preventiva Condicional;173223;BARRA;3420;John Deere CH570 1L Colhe;12/07/2025;"A_VZ_S_MEC_2,00_1,00 - Inspeção realizada no sitema da suspensão. Trocar o cilindro da suspensão  L/E. Está vazando. 3006060_1    f-206
";A_VZ_S;A;A_VZ;1;VZ;S;MATERIAL;33;91,12%;206;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165519087;Aprovisionamento;Preventiva Condicional;139522;BARRA;3420;John Deere CH570 1L Colhe;12/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizado no sistema de arrefecimento. borracha da tampa do radiador danificada. Trocar borracha.            8118479_1         F-201
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;77,66%;201;Preventiva;Não listado;Programar;;;
165522799;Aprovisionamento;Preventiva Condicional;117585;BARRA;3420;John Deere CH570 1L Colhe;19/07/2025;"A_OT_P_MEC_1,00_1,00 -Inspeção realizada no sistema de admissão. Trocar abraçadeira do tubo do top spin, esta danificada.   8092509_1         f-207
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,96;207;Preventiva;Não listado;Programar;;;
165522852;Aprovisionamento;Preventiva Condicional;100792;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, trocar bico graxeiro do mancal dianteiro do eixo, está quebrado e não está sendo lubrificado 8022222_1; 4010306_1; 8022235_1 frente 202
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;96,39%;202;Preventiva;Não listado;Programar;;;
165520807;Aprovisionamento;Preventiva Condicional;98398;BARRA;3460;MB Axor3131 8x4 Trans.CCT;16/07/2025;"A_SS_P_MEC_2_3,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 2° eixo traseiro, LD   está com lona de freio quebrada - 4_8113604, 100_6012109; 8130939_2 NECESSÁRIO CALÇAR O EIXO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA EXECUÇÃO   frente 205
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;0,9217;205;Inversas;Não listado;Avaliar: Inspeção / Execução;;;
165520809;Aprovisionamento;Preventiva Condicional;101527;BARRA;3420;John Deere CH670 2L Colhe;16/07/2025;"A_OT_P_MEC_4,00_2,00 - Inspeção realizada no sistema de rodante. Trocar jogo de roletes completo e roda motriz.        8060426_16   8061002_2  3007163_2            f-205     
 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;85,74%;205;Inversas;Não listado;Programar;;;
165520811;Aprovisionamento;Preventiva Condicional;101526;BARRA;3420;John Deere CH670 2L Colhe;16/07/2025;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador; Trocar corrediças 4 e 5 furos L/E e L/D,estão gastas.      8154149_2   8154148_2  6008969_25   6011731_25  6001466_25 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;84,19%;205;Inversas;Não listado;Não programar;;;
165520971;Aprovisionamento;Preventiva Condicional;101527;BARRA;3420;John Deere CH670 2L Colhe;16/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema do extrator primario. Instalar polimero (vortex), esta faltando.       8133855_1   8174330_4   8137923_1  8129010_1           f-205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;85,74%;205;Inversas;Não listado;Não programar;;;
165521619;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;17/07/2025;"A_SS_P_1,00_1,00 - Inspeção realizado no sistema do motor. Manta da tubagem do escapamento do motor está danificada. Trocar manta do escapamento do motor.    8175813_1  frente 207
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;98,48%;207;Inversas;Não listado;Não programar;;;
165519199;Aprovisionamento;Preventiva Condicional;100787;BARRA;3460;Case Puma 230 4x4;12/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, trocar bico graxeiro do mancal dianteiro do eixo, está quebrado e não está sendo lubrificado 8022222_1; 4010306_1; 8022235_1 frente 206
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,9315;206;Preventiva;Não listado;Programar;;;
165521657;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;17/07/2025;"M_FR_P_MEC_2_3,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 2° eixo traseiro, LD   está próximo ao limite preventivo conforme POP.AGR.MANT.0041    4_8113604, 100_6012109; 8130939_2 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA. frente 202
";M_FR_P;M;M_FR;2;FR;P;MATERIAL;33;98,48%;207;Inversas;SEM DEVOLUTIVA;Avaliar: Inspeção / Execução;;;
165522331;Aprovisionamento;Preventiva Condicional;98294;BARRA;3460;MB Axor3131 8x4 Trans.CCT;18/07/2025;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar parafusos dos jumelos do 2° eixo dianteiro LE   , estão com parafusos irregulares  ; 8155449_4; 8155450_4; 8155513_2  frente 205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;205;Inversas;Não listado;Não programar;;;
165522335;Liberado para Programação;Preventiva Condicional;98294;BARRA;3460;MB Axor3131 8x4 Trans.CCT;18/07/2025;"A_SS_S_MEC_1_1,00 - Inspeção realizada no 2° eixo dianteiro, reapertar grampos de mola LE, estão soltos APLICAR TORQUE 760 N.M.   frente 205
";A_SS_S;A;A_SS;1;SS;S;SERVIÇO;33;100,00%;205;Inversas;SEM DEVOLUTIVA;Não programar;;;
165522336;Aprovisionamento;Preventiva Condicional;98294;BARRA;3460;MB Axor3131 8x4 Trans.CCT;18/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E e L/D.     8177610_3. USAR PARAFUSO DO CAMINHÃO OFICINA   frente 205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;205;Inversas;Não listado;Não programar;;;
165522777;Aprovisionamento;Preventiva Condicional;98390;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  frente 205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;91,21%;205;Inversas;Não listado;Não programar;;;
165522778;Aprovisionamento;Preventiva Condicional;98370;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de kitmultspuma. Trocar bico do kit, esta faltando 8190649_1   f-205
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;100,00%;205;Inversas;Não listado;Não programar;;;
165522780;Aprovisionamento;Preventiva Condicional;98418;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;   frente 205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;1;205;Inversas;Não listado;Não programar;;;
165522781;Aprovisionamento;Preventiva Condicional;98418;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar parafusos dos jumelos do 2° eixo dianteiro LD  , estão com parafusos irregulares   ; 8155449_4; 8155450_4  frente 205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;205;Inversas;Não listado;Não programar;;;
165522787;Aprovisionamento;Preventiva Condicional;98366;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção LE, está rasgada 8191518_1; 8191527_1; 8174974_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;99,39%;205;Preventiva;Não listado;Ver e agir;;;
165519215;Aprovisionamento;Preventiva Condicional;100776;BARRA;3460;Case Puma 230 4x4;12/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, trocar bico graxeiro do mancal dianteiro do eixo, está quebrado e não está sendo lubrificado 8022222_1; 4010306_1; 8022235_1 frente 206
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;206;Preventiva;Não listado;Programar;;;
165516992;Aprovisionamento;Preventiva Condicional;100781;BARRA;3460;Case Puma 230 4x4;09/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, trocar bico graxeiro do mancal dianteiro do eixo, está quebrado e não está sendo lubrificado 8022222_1; 4010306_1; 8022235_1 frente 261
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;99,91%;261;Preventiva;Não listado;Programar;;;
165521108;Aprovisionamento;Preventiva Condicional;100761;DIA;3460;Case Puma 230 4x4;16/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, trocar bico graxeiro do mancal dianteiro do eixo, está quebrado e não está sendo lubrificado 8022222_1; 4010306_1; 8022235_1 frente 262
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;92,71%;262;Preventiva;Não listado;Programar;;;
165522792;Aprovisionamento;Preventiva Condicional;98398;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E.     8177610_2. USAR PARAFUSO DO CAMINHÃO OFICINA   frente 205
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;92,17%;205;Inversas;SEM DEVOLUTIVA;Não programar;;;
165511693;Aprovisionamento;Preventiva Condicional;100815;BARRA;3460;Case Puma 230 4x4;30/06/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, trocar bico graxeiro do mancal dianteiro do eixo, está quebrado e não está sendo lubrificado 8022222_1; 4010306_1; 8022235_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;1;202;Preventiva;Não listado;Programar;;;
165521795;Aprovisionamento;Preventiva Condicional;100826;DIA;3460;Case Puma 230 4x4;17/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada na barra de tração, colocar suporte de estabilização da barra de tração, está faltando 8138922_2; 8160717_4
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;97,77%;262;Preventiva;Não listado;Programar;;;
165522834;Aprovisionamento;Preventiva Condicional;100815;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar grampo de fixação das carenagens, estão sem 8151032_10; 8143278_10; 8143305_10; 8143306_10 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;202;Preventiva;Não listado;Programar;;;
165522798;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD e suporte LD , estão com fadigas 8155513_4; 8118288_6; 8174985_1; 8155449_4; 8155450_4  frente 207
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;98,48%;207;Inversas;Não listado;Não programar;;;
165526811;Aprovisionamento;Preventiva Condicional;100800;DIA;3460;Case Puma 230 4x4;28/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar grampo de fixação das carenagens, estão sem 8151032_10; 8143278_10; 8143305_10; 8143306_10 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;98,41%;261;Preventiva;Não listado;Programar;;;
165510999;Aprovisionamento;Preventiva Condicional;100825;BARRA;3460;Case Puma 230 4x4;27/06/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar grampo de fixação das carenagens, estão sem 8151032_10; 8143278_10; 8143305_10; 8143306_10
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;85,63%;208;Preventiva;Não listado;Programar;;;
165511037;Aprovisionamento;Preventiva Condicional;98296;BARRA;3460;MB Axor3131 8x4 Trans.CCT;27/06/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no eixo traseiro, trocar varão de acionamento da váuvula pneumática de alimentação das bolsas de ar LD, está quebrada 8184081_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,9937;206;Preventiva;Não listado;Programar;;;
165519184;Aprovisionamento;Preventiva Condicional;100825;BARRA;3460;Case Puma 230 4x4;12/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no estrutura, trocar carenagem LD do motor, está quebrada 8140477_1; 8151032_10; 8143278_10; 8143306_10; 8143305_10 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;85,63%;208;Preventiva;Não listado;Programar;;;
165522814;Aprovisionamento;Preventiva Condicional;360917;BARRA;3420;John Deere CH570 1L Colhe;19/07/2025;"A_VZ_P_1,00_1,00 - Inspeção realizada no sistema de suspensão. Trocar cilindro da suspensão L/E, esta vazando.   (item de estoque do caminhão oficina)       3005813_1         f-207
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;88,80%;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165522828;Aprovisionamento;Preventiva Condicional;117585;BARRA;3420;John Deere CH570 1L Colhe;19/07/2025;"A_VZ_P_1,00_1,00 - Inspeção realizada no sistema de suspensão. Trocar cilindro da suspensão L/E, esta vazando.     3005813_1         f-207

";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;96,00%;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165519223;Aprovisionamento;Preventiva Condicional;100776;BARRA;3460;Case Puma 230 4x4;12/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no estrutura, trocar carenagem LD do motor, está quebrada 8140477_1; 8151032_10; 8143278_10; 8143306_10; 8143305_10 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;206;Preventiva;Não listado;Programar;;;
165522855;Aprovisionamento;Preventiva Condicional;98372;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_MT_P_MEC_0,10_1,00 - Inspeção realizada no sistema do tanque arla. Trocar a tampa do tanque, está com vazamento. 8174965_1 
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;94,69%;207;Inversas;SEM DEVOLUTIVA;Não programar;;;
165522856;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_MT_P_MEC_0,10_1,00 - Inspeção realizada no sistema do tanque arla. Trocar a tampa do tanque, está com vazamento. 8174965_1
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;98,48%;207;Inversas;SEM DEVOLUTIVA;Não programar;;;
165522858;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;98,48%;207;Inversas;Não listado;Não programar;;;
165522860;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de suspensão. Instalar haste niveladora L/D, esta faltando.      8179064_1     
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;98,48%;207;Inversas;Não listado;Não programar;;;
165522862;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_1_0,30 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E.     8177610_1. USAR PARAFUSO DO CAMINHÃO OFICINA   
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;98,48%;207;Inversas;Não listado;Não programar;;;
165522863;Aprovisionamento;Preventiva Condicional;98394;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;   
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;98,48%;207;Inversas;Não listado;Não programar;;;
165525784;Aprovisionamento;Preventiva Condicional;100788;BARRA;3460;Case Puma 230 4x4;25/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no estrutura, trocar carenagem LE do motor, está quebrada 8140478_1; 8151032_10; 8143278_10; 8143306_10; 8143305_10 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;94,99%;210;Preventiva;Não listado;Programar;;;
165522873;Aprovisionamento;Preventiva Condicional;98410;BARRA;3460;MB Axor3131 8x4 Trans.CCT;19/07/2025;"A_MT_P_MEC_0,10_1,00 - Inspeção realizada no sistema do tanque arla. Trocar a tampa do tanque, está com vazamento. 8174965_1 
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;97,38%;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165519197;Aprovisionamento;Preventiva Condicional;100787;BARRA;3460;Case Puma 230 4x4;12/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no sistema capô. Colocar cinta de segurança do capô. Esta faltando.       8137607_1           frente 206 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;93,15%;206;Preventiva;Não listado;Programar;;;
165522879;Aprovisionamento;Preventiva Condicional;117584;BARRA;3420;John Deere CH570 1L Colhe;19/07/2025;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de elevador; Trocar pino e rótula do cilindro do elevador L/D.    8009399_1     8070816_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,8233;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165526740;Aprovisionamento;Preventiva Condicional;100825;BARRA;3460;Case Puma 230 4x4;28/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no sistema capô. Colocar cinta de segurança do capô. Esta faltando.       8137607_1           frente 208  
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;85,63%;208;Preventiva;Não listado;Programar;;;
165522326;Aprovisionamento;Preventiva Condicional;49632;DIA;3460;Case Puma 230 4x4;18/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no sistema capô. Colocar cinta de segurança do capô. Esta faltando.       8137607_1           frente 262
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,9756;262;Preventiva;Não listado;Programar;;;
165529532;Aprovisionamento;Preventiva Condicional;100804;BARRA;3460;Case Puma 230 4x4;02/08/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no tanque diesel - Trocar a cinta de segurança do tanque L/E, cinta menor do tanque proximo da escada esta quebrada 8143931_01 ; 8166742_2; 8143278_1  
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;69,22%;203;Preventiva;Não listado;Programar;;;
165522848;Aprovisionamento;Preventiva Condicional;100792;BARRA;3460;Case Puma 230 4x4;19/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no tanque diesel - Trocar a cinta de segurança do tanque L/E, cinta menor do tanque proximo da escada esta quebrada 8143931_01 ; 8166742_2; 8143278_1 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,9639;202;Preventiva;Não listado;Programar;;;
165524177;Aprovisionamento;Preventiva Condicional;100811;BARRA;3460;Case Puma 230 4x4;22/07/2025;"A_OT_P_MEC_1_1,00 - - Inpeção realizada no sistema de direção. Trocar pino e rotulas dos cilindros de direção  L/E. 8131458_1 (VB) ; 8019770_1 (VB); 8141370_1 P5 ; 6010584_2 (VB) ; 8032784_1 (VB) ; 8005198_2 P5 ; 8044744_1 (VB) ; 8109733_2 VB. 
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;86,06%;207;Preventiva;Não listado;Ver e agir;;;
165524180;Aprovisionamento;Preventiva Condicional;93428;BARRA;3420;John Deere CH570 1L Colhe;22/07/2025;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de admissão. Instalar proteção do tubo da admissão,esta faltando e gerando atrito.   8137648_1     F-207  


";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;91,30%;207;Inversas;Não listado;Não programar;;;
165526814;Aprovisionamento;Preventiva Condicional;100819;DIA;3460;Case Puma 230 4x4;28/07/2025;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar mangueiras de vedação da linha de vácuo do sistema de limpeza do purificador de ar ao escapamento, está quebrada; 8174443_2; 8162187_2; 8129943_1; 8165112_1  
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;97,73%;261;Inversas;Não listado;Programar;;;
165519174;Aprovisionamento;Preventiva Condicional;100825;BARRA;3460;Case Puma 230 4x4;12/07/2025;"A_OT_P_MEC_1_1,00 - Inspeção realizada no tanque diesel - Trocar a cinta de segurança do tanque L/E, cinta menor do tanque proximo da escada esta quebrada 8143931_01 ; 8166742_2; 8143278_1
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;0,8563;208;Preventiva;Não listado;Programar;;;
165524189;Liberado para Programação;Preventiva Condicional;100811;BARRA;3460;Case Puma 230 4x4;22/07/2025;"A_VZ_S_MEC_2_2,00 - Inspeção realizada na tarnsmissão, corrigir vazamento no cabeçote da transmissão, estpa com vazamento, lavar para identificar a origem
";A_VZ_S;A;A_VZ;1;VZ;S;SERVIÇO;33;86,06%;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165524190;Aprovisionamento;Preventiva Condicional;100811;BARRA;3460;Case Puma 230 4x4;22/07/2025;"B_VZ_P_MEC_1_2,00 - Inspeção realizada no sistema pneumático, trocar o compressor pneumático, está com vazamento 3011133_1 
";B_VZ_P;B;B_VZ;3;VZ;P;MATERIAL;33;86,06%;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165521844;Aprovisionamento;Preventiva Condicional;102112;DIA;3460;Transbordo 4Eixo ATA21500;17/07/2025;"A_OT_P_MEC_1_1,00 Inspeção realizada no cabeçalho, trocar bucha do pino bola, está com folga .8105962_1   IMPLEMENTO ENGATADO NO TRATOR 100826 frente 262
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;-;262;Preventiva;Não listado;Programar;;;
165517041;Aprovisionamento;Preventiva Condicional;100774;BARRA;3460;Case Puma 230 4x4;10/07/2025;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01   FRENTE 201
";A_MT_P;A;A_MT;1;MT;P;MATERIAL;33;84,08%;201;Inversas;SEM DEVOLUTIVA;Não programar;;;
165518455;Aprovisionamento;Preventiva Condicional;100809;DIA;3460;Case Puma 230 4x4;11/07/2025;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de motor diesel, trocar mangueiras de combustível entrada/saída do 1° filtro (caneca de vidro), estão com as travas quebradas  8138764_1; 8138750_1  frente 201
";A_SS_P;A;A_SS;1;SS;P;MATERIAL;33;1;210;Inversas;SEM DEVOLUTIVA;Não programar;;;
165525824;Liberado para Programação;Preventiva Condicional;98297;BARRA;3460;MB Axor3131 8x4 Trans.CCT;25/07/2025;"A_VZ_S_MEC_1_2,00 - Inspeção realizada no sistema hidráulico, corrigir vazamento no reservatório de fluído hidráulico, está com vazamento NECESSÁRIO LAVAR PARA IDENTIFICAR A ORIGEM
";A_VZ_S;A;A_VZ;1;VZ;S;SERVIÇO;33;100,00%;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165525825;Aprovisionamento;Preventiva Condicional;98297;BARRA;3460;MB Axor3131 8x4 Trans.CCT;25/07/2025;"A_VZ_P_MEC_0,10_1,00 - Inspeção realizada no sistema do tanque arla. Trocar a tampa do tanque, está com vazamento. 8174965_1 frente 207
";A_VZ_P;A;A_VZ;1;VZ;P;MATERIAL;33;100,00%;207;Preventiva;SEM DEVOLUTIVA;Ver e agir;;;
165525862;Aprovisionamento;Preventiva Condicional;98396;BARRA;3460;MB Axor3131 8x4 Trans.CCT;25/07/2025;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;1;209;Preventiva;Não listado;Programar;;;
165525896;Aprovisionamento;Preventiva Condicional;98382;BARRA;3460;MB Axor3131 8x4 Trans.CCT;25/07/2025;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;209;Preventiva;Não listado;Programar;;;
165519204;Aprovisionamento;Preventiva Condicional;98295;BARRA;3460;MB Axor3131 8x4 Trans.CCT;12/07/2025;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  frente 206
";A_OT_P;A;A_OT;1;OT;P;MATERIAL;33;100,00%;206;Preventiva;Não listado;Programar;;;
