O.S;;Código;Descrição;Código;Descrição;Código;Descrição;;;Código;Descrição;;Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;;Descrição da O.S
165511241;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 208

"
165511242;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_S_MEC_1_1,,30 -  Inspeção realizadana estrutura, colocar kit multspuma, está sem. NECESSÁRIO SOLICITAR O SREVIÇO COM O PRESTADOR. PLANEJAMENTO, DIRECIONAR AOS GESTORES RESPONSÁVEIS
"
165511244;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos e molas LE e suporte do jumelo do 2° eixo dianteiro, estão com fadigas  8118288_3; 8174985_1
"
165511252;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98368;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;0;"A_SS_P_MEC_0,15_1 - Inspeção realizada na parte eletrica, colocar trava da chave geral, está faltando o bloqueio .8174203_1 frente 208
 Material disponível na sala de AprovisionamentoMATERIAL ENTREGUE  KELLER 
"
165511753;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;30/06/2025 06:00;30/06/2025 06:01;;1.920,81;"A_VZ_P_MEC_1_1,00 - Inspeção realizada no sistema hidráulico, trocar respiro da tanque hidráulico do implemento, está com vazamento 8187831_1
"
165514845;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;05/07/2025 06:00;05/07/2027 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na cabine, trocar borracha da escada de acesso a cabine LE, está rasgada 8125695_1; 8156736_1
"
165516029;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 205

"
165516031;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_MEC -1,00_1 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  FRENTE 205
"
165516036;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98374;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/D.     8177610_2. USAR PARAFUSO DO CAMINHÃO OFICINA 
"
165516041;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98374;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada na suspeção, trocar chapa do jumelo do 2° eixo direcional, está com desgaste 8155513_4  frente 205
"
165516055;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98398;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"M_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de direção, trocar terminal 90° LD do 1° eixo, está com folga 8178943_1
"
165516070;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD e suporte LD , estão com fadigas 8155513_4; 8118288_6; 8174985_1(P5 MATERIAL DE  OS ENCERRADA; 8155449_4; 8155450_4

"
165516071;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_MEC -1,00_1 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  FRENTE 205
"
165516107;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"M_SS_P_MEC - 2,00_2 - Inspeção realizada no eixo direcional, trocar rolamento do articulador do 1° eixo direcional LE, está com folga no rolamento. 8177681_1
"
165516108;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_1,00_1 - Inspeção realizada no sistema de ar pneumático, trocar valvula silenciador do filtro do sistema pneumático, está quebrado. 8184341_1 frente 205
"
165516138;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no sistema de direção, trocar cilindro de direção, está com vazamento 8160039_1
"
165516139;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/D e L/E.     8177610_2. USAR PARAFUSO DO CAMINHÃO OFICINA 
"
165516140;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"M_FR_P_MEC_2_6,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 1° eixo traseiro, LD e LE  e 2° eixo LD e LE estão próximo ao limite preventivo conforme POP.AGR.MANT.0041    16_8113604, 180_6012109; 8130939_8 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA.
"
165516144;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção, está rasgada 8191518_2; 8191527_2; 8174974_2  frente 205
"
165516147;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no sistema de motor. Trocar carcaça do filtro de ar completa, está com falha na vedação do encaixe da tampa  ,     8188461_1.    frente 205
"
165516150;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"M_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape pequena, está com desgaste 8175813_1  frente 205 Material disponível na sala de Aprovisionamento RETIRADO JOW
"
165516158;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98390;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no sistema de direção, trocar cilindro de direção, está com vazamento 8160039_18191518_2; 8191527_2; 8174974_2  frente 205
"
165516161;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98370;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1(P5  ITEM DE OS ENCERRADA );  8153620_1 
"
165516163;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98293;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"M_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 205
"
165516167;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/07/2025 06:00;07/07/2025 06:01;;0;"A_SS_P_ELE_1_2,00 - Inspeção realizada no sistema de cabine. Trocar chave comutadora da partida,esta com uma paliativa.                                (Partida direta no botão.)          8142336_1         ENTREGAR PARA RAFAEL ELETRECISTA.   frente 205
"
165519085;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_TR_P_MEC_1_1,00 - Inspeção realizada no eixo cardam, trocar cruzeta do cardan principal que liga ao 1° diferencial, está com folga 8188843_1
"
165519101;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98295;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada na estrutura, trocar proteção superior do cambio, está quebrada 8186707_1(P5); 8190335_1;  Material disponível na sala de Aprovisionamento 
"
165519120;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1 
"
165519124;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD  , estão com fadigas  8118288_6; ; 8155449_4; 8155450_4; 8155513_4  frente 208
"
165519127;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção, está rasgada 8191518_2; 8191527_2; 8174974_2 
"
165519131;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado e sem o elemento de fixação 8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1; 
"
165519134;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:00;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no sistema de direção, trocar cilindro de direção, está com vazamento 8160039_1 
"
165519140;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98386;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"M_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de direção, trocar terminal 90° LD do 2° eixo, está com folga 8178943_1 
"
165519166;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98380;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 10:00;;0;"A_MT_P_MEC_2,00_1,00 - Inspeção realizada no sistema de admissão. Trocar carcaça completa do filtro de ar.          8144013_1                                         SOLICITADO PELO TECNICO EDSON (CARRARA)     
"
165519204;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98295;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  frente 206 Material disponível sala de aprovisionamento 
"
165519205;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98400;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;   frente 206
"
165519207;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98400;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_1_0,30 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E.     8177610_1. USAR PARAFUSO DO CAMINHÃO OFICINA   frente 206
"
165519211;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98296;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;12/07/2025 06:00;12/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;   frente 206
"
165521184;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98368;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;17/07/2025 06:00;17/07/2025 06:01;;0;"A_OT_P_ELE_1_2,00 - Inspeção realizada na cabine, trocar alavanca de acionamento de velocidade da coluna de direção, está com defeito 8123181_1  ENTREGAR PARA RAFAEL DOMINGUES, SOLICITAÇÃO ELETRICISTA GANCINHO  Material disponível na sala de Aprovisionamento  entregue NEVITON 
"
165521657;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;17/07/2025 06:00;17/07/2025 06:01;;0;"M_FR_P_MEC_2_3,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 2° eixo traseiro, LD   está próximo ao limite preventivo conforme POP.AGR.MANT.0041    4_8113604, 100_6012109; 8130939_2 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA. frente 202   
"
165522331;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/07/2025 06:00;18/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar parafusos dos jumelos do 2° eixo dianteiro LE   , estão com parafusos irregulares  ; 8155449_4; 8155450_4; 8155513_2  frente 205
"
165522336;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98294;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/07/2025 06:00;18/07/2025 06:01;;0;"A_OT_P_MEC_1_0,30 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E e L/D.     8177610_3. USAR PARAFUSO DO CAMINHÃO OFICINA   frente 205
"
165522777;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98390;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  frente 205
"
165522780;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;   frente 205
"
165522781;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98418;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar parafusos dos jumelos do 2° eixo dianteiro LD  , estão com parafusos irregulares   ; 8155449_4; 8155450_4  frente 205
"
165522785;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_1,00_0,10 - Inspeção realizada no sistema de ar pneumático, trocar valvula silenciador do filtro do sistema pneumático, está quebrado. 8184341_1 frente 205 
"
165522787;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção LE, está rasgada 8191518_1; 8191527_1; 8174974_1
"
165522789;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_1,00_0,10 - Inspeção realizada no sistema de ar pneumático, trocar valvula silenciador do filtro do sistema pneumático, está quebrado. 8184341_1 frente 205
"
165522792;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98398;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_1_0,30 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E.     8177610_1; 8194662_1; 8194661_1.  
"
165522798;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;213,56;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD e suporte LD , estão com fadigas 8155513_4; 8118288_6; 8174985_1(P5 MATERIAL DE  OS ENCERRADA; 8155449_4; 8155450_4  frente 207
"
165522858;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1  
"
165522862;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_1_0,30 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E.     8177610_1. USAR PARAFUSO DO CAMINHÃO OFICINA   
"
165522863;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;19/07/2025 06:00;19/07/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;   
"
165523905;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;22/07/2025 06:00;22/07/2025 06:01;;0;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit incêndio. Trocar o manômetro do kit spuma.Está quebrado. 6060801_1. 6012077_10               NECESSARIO LEVAR REBITADEIRA 
"
165523909;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98422;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;22/07/2025 06:00;22/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1  Material disponivel na sala de Aprovisionamento 		
"
165523911;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;22/07/2025 06:00;22/07/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema de escape, trocar manta do escape , está com desgaste 8175813_1  Material disponivele na sala de Aprovisionamento  RETIRADO  JOW 
"
165523924;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98382;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;22/07/2025 06:00;22/07/2025 06:01;;0;"A_FR_P_MEC_2_6,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 1° e 2° eixo traseiro, LD e LE  está próximo ao limite preventivo conforme POP.AGR.MANT.0041    16_8113604, 180_6012109; 8130939_8 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVISIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA. 
"
